"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Test Case ID:** TC-PL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on 2.5 ton - 5 ton Trucks
**Language:** en

**Description:**
Open the 2.5 ton - 5 ton Trucks page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the 2.5 ton - 5 ton Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","4366","TC-PL-02: Check Truck Price lead form shows required validation when submitted empty on 2.5 ton - 5 ton Trucks","CategoryPages - PayloadListing [ton2_5to5] [en] — 2.5 ton - 5 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-04
**Title:** Call Now assistance lead submits successfully on 20 ton - 40 ton Trucks
**Language:** en

**Description:**
Open the 20 ton - 40 ton Trucks page, click the ""Still confused?"" widget's Call Now button to open the assistance lead form, fill model, name, mobile and city, and submit.

**Expected Result:**
The assistance form closes after a successful submission.

**Steps:**
1. Open the 20 ton - 40 ton Trucks page
2. Click Call Now to open the assistance lead form
3. Fill model, name, mobile and city
4. Submit and verify the assistance form closes","5089","TC-PL-04: Call Now assistance lead submits successfully on 20 ton - 40 ton Trucks","CategoryPages - PayloadListing [ton20to40] [en] — 20 ton - 40 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-04
**Title:** Call Now assistance lead submits successfully on 10 ton - 20 ton Trucks
**Language:** en

**Description:**
Open the 10 ton - 20 ton Trucks page, click the ""Still confused?"" widget's Call Now button to open the assistance lead form, fill model, name, mobile and city, and submit.

**Expected Result:**
The assistance form closes after a successful submission.

**Steps:**
1. Open the 10 ton - 20 ton Trucks page
2. Click Call Now to open the assistance lead form
3. Fill model, name, mobile and city
4. Submit and verify the assistance form closes","4861","TC-PL-04: Call Now assistance lead submits successfully on 10 ton - 20 ton Trucks","CategoryPages - PayloadListing [ton10to20] [en] — 10 ton - 20 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-01
**Title:** Check Truck Price lead submits successfully on 5 ton - 10 ton Trucks
**Language:** en

**Description:**
Open the 5 ton - 10 ton Trucks page, click a truck card's ""Check Truck Price"" button to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission.

**Steps:**
1. Open the 5 ton - 10 ton Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill name, mobile and city
4. Submit and verify Thank You confirmation","7855","TC-PL-01: Check Truck Price lead submits successfully on 5 ton - 10 ton Trucks","CategoryPages - PayloadListing [ton5to10] [en] — 5 ton - 10 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-05
**Title:** listing heading, filters and cards on 5 ton - 10 ton Trucks
**Language:** en

**Description:**
Open 5 ton - 10 ton Trucks and confirm the page heading and at least one listing card CTA. Filter By is checked when that row is present.

**Expected Result:**
Page heading is visible and at least one listing card button is shown.

**Steps:**
1. Open the 5 ton - 10 ton Trucks page
2. Verify the page heading
3. Verify listing cards (and Filter By when present)","1347","TC-PL-05: listing heading, filters and cards on 5 ton - 10 ton Trucks","CategoryPages - PayloadListing [ton5to10] [en] — 5 ton - 10 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-05
**Title:** listing heading, filters and cards on 20 ton - 40 ton Trucks
**Language:** en

**Description:**
Open 20 ton - 40 ton Trucks and confirm the page heading and at least one listing card CTA. Filter By is checked when that row is present.

**Expected Result:**
Page heading is visible and at least one listing card button is shown.

**Steps:**
1. Open the 20 ton - 40 ton Trucks page
2. Verify the page heading
3. Verify listing cards (and Filter By when present)","1487","TC-PL-05: listing heading, filters and cards on 20 ton - 40 ton Trucks","CategoryPages - PayloadListing [ton20to40] [en] — 20 ton - 40 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"","6324","TC-CDT-00: page links resolve 200/30x; broken links are logged, not failed","UtilityPages - ContentDetailPage [termsAndCondition] [en] — Terms and Conditions","2026-08-27","passed","2026-08-27","","","",""
"","6986","TC-CDT-00: page links resolve 200/30x; broken links are logged, not failed","UtilityPages - ContentDetailPage [privacyPolicy] [en] — Privacy Policy","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-01
**Title:** Check Truck Price lead submits successfully on 20 ton - 40 ton Trucks
**Language:** en

**Description:**
Open the 20 ton - 40 ton Trucks page, click a truck card's ""Check Truck Price"" button to open its lead form, fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission.

**Steps:**
1. Open the 20 ton - 40 ton Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill name, mobile and city
4. Submit and verify Thank You confirmation","5331","TC-PL-01: Check Truck Price lead submits successfully on 20 ton - 40 ton Trucks","CategoryPages - PayloadListing [ton20to40] [en] — 20 ton - 40 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-04
**Title:** Call Now assistance lead submits successfully on 5 ton - 10 ton Trucks
**Language:** en

**Description:**
Open the 5 ton - 10 ton Trucks page, click the ""Still confused?"" widget's Call Now button to open the assistance lead form, fill model, name, mobile and city, and submit.

**Expected Result:**
The assistance form closes after a successful submission.

**Steps:**
1. Open the 5 ton - 10 ton Trucks page
2. Click Call Now to open the assistance lead form
3. Fill model, name, mobile and city
4. Submit and verify the assistance form closes","8086","TC-PL-04: Call Now assistance lead submits successfully on 5 ton - 10 ton Trucks","CategoryPages - PayloadListing [ton5to10] [en] — 5 ton - 10 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-02
**Title:** Check Truck Price lead form shows required validation when submitted empty on 40 ton - 300 ton Trucks
**Language:** en

**Description:**
Open the 40 ton - 300 ton Trucks page, open Check Truck Price, and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the 40 ton - 300 ton Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","2396","TC-PL-02: Check Truck Price lead form shows required validation when submitted empty on 40 ton - 300 ton Trucks","CategoryPages - PayloadListing [ton40to300] [en] — 40 ton - 300 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-CUS-02
**Title:** Submit Request form shows required validation when submitted empty on Contact Us
**Language:** en

**Description:**
Open the Contact Us page and click Submit Request with all fields left empty.

**Expected Result:**
The real validation messages for name, mobile, email and message are displayed, and no enquiry is submitted.

**Steps:**
1. Open the Contact Us page
2. Leave all form fields empty
3. Click Submit Request
4. Verify all required-field validation messages are shown","2645","TC-CUS-02: Submit Request form shows required validation when submitted empty on Contact Us","UtilityPages - ContactUs [en] — Contact Us","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-CDT-01
**Title:** Page heading is visible on Terms and Conditions
**Language:** en

**Description:**
Open the Terms and Conditions page and verify its main heading is shown.

**Expected Result:**
The user sees the ""Terms and Conditions - Truck Junction"" heading at the top of the page.

**Steps:**
1. Open the Terms and Conditions page
2. Verify the main page heading is visible","786","TC-CDT-01: page heading is visible on Terms and Conditions","UtilityPages - ContentDetailPage [termsAndCondition] [en] — Terms and Conditions","2026-08-27","passed","2026-08-27","","","",""
"","11766","TC-CDT-00: page links resolve 200/30x; broken links are logged, not failed","UtilityPages - ContentDetailPage [aboutUs] [en] — About Us","2026-08-27","passed","2026-08-27","","","",""
"","11559","TC-PL-00: page links resolve 200/30x; broken links are logged, not failed","CategoryPages - PayloadListing [ton20to40] [en] — 20 ton - 40 ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"","13381","TC-CUS-00: page links resolve 200/30x; broken links are logged, not failed","UtilityPages - ContactUs [en] — Contact Us","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-CDT-01
**Title:** Page heading is visible on About Us
**Language:** en

**Description:**
Open the About Us page and verify its main heading is shown.

**Expected Result:**
The user sees the ""About Truck Junction - India’s fastest growing online platform for Trucks"" heading at the top of the page.

**Steps:**
1. Open the About Us page
2. Verify the main page heading is visible","1282","TC-CDT-01: page heading is visible on About Us","UtilityPages - ContentDetailPage [aboutUs] [en] — About Us","2026-08-27","passed","2026-08-27","","","",""
